Claim  Number,0,1,2,3,4,5,6,k,lambda,1.1,2.1,3.1,4.1,5.1,6.1,7,Unnamed: 17,MSE0,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,R2
65,0.0,0.12002665623838295,0.4476010482081292,0.6793127937123171,0.8836404834262719,0.8836404834262719,1.0,2.6216773239470563,3.82520389239793,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.05651097363182006,0.022438489887847756,0.0102454705553938,0.0001299091700551003,0.0051888167240376456,0.00027596877976929744,0.10949488016166366
66,0.23163953397508685,0.6687136585869553,0.6687136585869553,0.9955424211777579,0.9955424211777579,0.9955424211777579,1.0,1.5340551989017446,2.1853978795767115,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.012182491159588579,0.09670024732519435,0.005086226372762333,0.046229177808030056,0.010101087655333097,0.0015894969769145767,0.00027596877976929744,0.17216469607759227
67,0.29380017660279656,0.53305604084879,0.7759075813528444,0.9579311214111322,0.9776602565224312,1.0,1.0,1.5275768217976335,2.2278096148151,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.029768314335830534,0.030733251105967627,0.03186642959787694,0.031470197944841856,0.0068263953297852285,0.001964800913163473,0.00027596877976929744,0.13290535800723496
68,0.23607149429579083,0.4591269632553042,0.4591269632553042,0.589906761991163,0.6800125710771259,0.9387694964898008,1.0,1.226886798422005,3.672529758888799,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.013180482671066423,0.01027789192002891,0.01911829172821348,0.0363382503632818,0.04623604424105693,0.00028575970773448567,0.00027596877976929744,0.12571268941115132
69,0.0,0.01181285596667071,0.15769532446180975,0.5399774992554204,0.5399774992554204,0.8476520927826293,1.0,3.0840518616737294,4.920552427559158,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.11967044917040678,0.1933365734221989,0.05786680728247546,0.12606813943530049,0.011668716264213192,0.00027596877976929744,0.523591905767104
70,0.2524163126018373,0.32531075327072273,0.32531075327072273,0.32531075327072273,0.6366161038078655,0.9110925767461364,1.0,1.8337015140630866,4.642502934462503,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.01720061143637962,0.0010521117110960977,0.07403031302004291,0.2072270258502935,0.06678200761931916,0.0019874966239420404,0.00027596877976929744,0.3685555350408427
71,0.11379076091297963,0.24684457860349165,0.24684457860349165,0.41995476180722413,0.6374037230744877,0.8894761671965054,1.0,2.4665516024686447,4.726516484990575,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,5.586740495798794e-05,0.012299352573651908,0.1228862108301455,0.13001645352433253,0.06637555143487794,0.004382143155746184,0.00027596877976929744,0.3362915477034814
72,0.0,0.1384760882199484,0.1384760882199484,0.29669607711898227,0.33018302132485544,0.784030308550942,1.0,4.178056519870394,5.5635961834146945,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.048079743631228675,0.21060736994532758,0.23409788302566997,0.31906143368244433,0.029461531113180398,0.00027596877976929744,0.8562891815903603
73,0.1486867690240391,0.9283984716447802,1.0,1.0,1.0,1.0,1.0,4.033766147543264,1.5727392612260365,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0007519418413303605,0.32564307377944196,0.16209008212754256,0.048165893326773124,0.011016968160169798,0.001964800913163473,0.00027596877976929744,0.5499087289281906
74,0.1620188655826806,0.3585211244872296,0.5298985784090767,0.7209533500033372,0.9483982521631061,1.0,1.0,1.8307703578850287,3.251010096322949,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.001660860357184669,5.992303168172651e-07,0.004555884936344552,0.003549699609101199,0.0028472894226755667,0.001964800913163473,0.00027596877976929744,0.014855103248555573
75,0.10131801297998262,0.3400708439902052,0.577185351018223,0.6772856247962831,0.8126554284556606,0.8579474287482877,0.9781011266528128,1.545056890322227,3.554786383291839,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.00039789071113054906,0.0003124473682249658,0.0004084652464598659,0.010659959687189441,0.006786929915784307,0.00955046809552408,2.7947772316444886e-05,0.028144108796629656
76,0.13203436832541499,0.5018018738767266,0.6643928651197285,0.7923639602990521,0.7923639602990521,0.942462701158092,0.9944213939431563,1.3857590539362812,2.9339841583792543,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.00011597474826819315,0.020751799540852617,0.00448859679502069,0.00013997858859033987,0.010542010550989247,0.00017453643890070233,0.00012174258035205263,0.03633463924297384
77,0.021782984722593747,0.4878644408378016,0.78199738188886,0.9699232320411362,0.9699232320411362,0.9945472506809905,1.0,2.6089364074048316,2.4654944582706153,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.009896713356483865,0.01693054195484967,0.03407771664850176,0.035868771519041054,0.005607759962477329,0.0015111354392026565,0.00027596877976929744,0.10416860766032562
78,0.22985760502385513,0.2832063809187005,0.5033174602017328,0.690905500023838,0.8712753604338322,1.0,1.0,1.782722205515156,3.4609356325425997,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.011792308027415746,0.0055563075911007065,0.008850747976606356,0.00803303597305475,0.0005646751023053629,0.001964800913163473,0.00027596877976929744,0.037037844363415694
79,0.0639892210082491,0.34699926160999656,0.4092910098786469,0.4092910098786469,0.4794217779594173,0.6937817459215948,0.9266691246355606,1.395670688636341,5.221954314669789,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.00328053903608409,0.00011551441371268059,0.035383439973710774,0.13782039661581805,0.1727370550106704,0.06858751353181172,0.003216995874715951,0.4211414544565237
80,0.20388858792280873,0.20388858792280873,0.20388858792280873,0.44470604026750876,1.0,1.0,1.0,5.052034381709486,4.2206971128853565,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.00682662240468136,0.023672418600071878,0.1548479843372487,0.11277954912459734,0.011016968160169798,0.001964800913163473,0.00027596877976929744,0.3113843123197019
81,0.12397369590070263,0.2194075317169151,0.3431804162545454,0.40358771764806817,0.6510929125675896,0.8363158957289568,0.9665975470183757,2.0500675111361875,4.72840389655259,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,7.335890147645823e-06,0.019137815348084657,0.06462549904808684,0.14208752391543114,0.05950932952104411,0.014246339183085615,0.00028190896579281284,0.29989575187167283
82,0.0,0.4442404463088376,0.4442404463088376,0.7020928754008543,0.7884804363548453,0.7884804363548453,1.0,1.5546736067991662,3.746393383935826,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.007481111963305234,0.023456585086301388,0.006152806956124929,0.011354568463937146,0.02795366268962768,0.00027596877976929744,0.09137995535180565
83,0.0,0.0,0.23768677006268912,0.23768677006268912,0.7280101388981287,0.9425812880490523,1.0,4.659236250706911,4.832201932230187,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.1279829337573888,0.12939063958464952,0.2946817096909978,0.02789839117592121,0.00017141714579761285,0.00027596877976929744,0.5951063115472641
84,0.20907369022040098,0.5135865702720382,0.532811650204131,0.5382635660784335,0.8037094252796173,1.0,1.0,1.2646418333651366,3.3447197244659472,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.007710329012959564,0.02428596393112934,0.004171121986524118,0.05869433594739125,0.008340954923415638,0.001964800913163473,0.00027596877976929744,0.10544347549435268
85,0.0,0.0650530975362707,0.0650530975362707,0.32452268762911285,0.4315115282400351,0.6299198099234438,1.0,3.708139622232002,5.652607463929216,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.08566973506044999,0.2833888318444168,0.20794513645756785,0.21485702533123377,0.1061157435756038,0.00027596877976929744,0.9129576924617815
86,0.0,0.3363762011644679,0.5887532401522466,0.6449162912358783,0.7720518298947947,0.8986653439703305,1.0,1.7123113704781643,3.645858052388932,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.0004567121031081495,7.46951229321818e-05,0.018391811835392742,0.015125660471064397,0.0032499783261181925,0.00027596877976929744,0.05228007805112496
87,0.3011995469174073,0.3011995469174073,0.47720545793185676,0.691767947099241,0.691767947099241,0.9747018103661332,1.0,1.4066648670107393,3.6213434047866944,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.03237636522146467,0.003197617255536228,0.014445736157825463,0.00787918234542218,0.04131881759625888,0.00036206041646614546,0.00027596877976929744,0.09985574777274288
88,0.0,0.18691967187332945,0.39068254318683,0.46968485739547206,0.5827804154850879,0.7818606721512261,1.0,2.0441529958560984,4.765202578344893,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.029181984509908714,0.04273040121016034,0.09662638471140757,0.09750495760452231,0.030211046911915618,0.00027596877976929744,0.3112359951404239
89,0.048476919959082376,0.4755882075025264,0.6034083609847009,0.6034083609847009,1.0,1.0,1.0,1.7320908613677806,3.156441116406954,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0052981353209799464,0.013886544339367486,3.6149997580527335e-05,0.03137303344287614,0.011016968160169798,0.001964800913163473,0.00027596877976929744,0.06385160095390667
90,0.13473115008996026,0.40062103849699376,0.537005246584214,0.6961983745394381,0.8216193771717845,0.8216193771717845,1.0,1.4201170406727295,3.494241772846646,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.00018133151403482335,0.001838181049994212,0.0036470279013744856,0.0071122793894698175,0.005390331448974842,0.017970621828938906,0.00027596877976929744,0.036415741912556386
91,0.2804139360148376,0.2804139360148376,0.37383826723016905,0.5227214388517747,0.6598696415529698,0.803298644081989,0.9837262238415533,1.4185896791975718,4.391737414943979,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.02532831665565132,0.005980406621948093,0.04997800362499286,0.06646664924409672,0.05530427619780758,0.02321822627520757,1.1460386240909775e-07,0.22627599322356653
92,0.2721555467784545,0.3380330524221664,0.3380330524221664,0.6862667744529857,0.9541780904800564,1.0,1.0,1.9164140249482478,3.5600095829735054,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.022767893414081933,0.00038864070714195886,0.06726907331002073,0.008886065768348822,0.0034975202796231927,0.001964800913163473,0.00027596877976929744,0.1050499631721494
93,0.0,0.20077462420057995,0.32810198343186064,0.5007834002697636,0.6961005189621666,0.8193714104356375,0.9566792026454783,2.1603956677177942,4.590106449673135,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.024640334551760044,0.07251919959409947,0.07825967381297087,0.03957622235223242,0.018578375512675313,0.000713343399287906,0.24899240063576605
94,0.09004743672542072,0.13543856414396474,0.2979496202180904,0.2979496202180904,0.2979496202180904,1.0,1.0,4.060370892646586,5.284505725801792,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0009745494342280263,0.04942105168182676,0.08966805901162993,0.2328864342626037,0.3565148363821984,0.001964800913163473,0.00027596877976929744,0.7317057004654195
95,0.0,0.06891616662620369,0.06891616662620369,0.23223664748624182,0.35617879130718133,0.6681851778805566,0.9317894220131993,4.275398971915198,5.82077840059429,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.08342326463675169,0.2792908012958098,0.30062856730431986,0.2903695203446604,0.08264977979646415,0.0026623814572990733,1.053729566248045
96,0.15393867084679155,0.2591149410115234,0.41294752829069087,0.47689504728777016,0.6102265084720371,0.6437078025614551,0.9235570114510584,1.3628782218418016,4.982178880977554,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0010675549746240146,0.009728287953597658,0.03402119230118487,0.09219582752386654,0.08111773029082552,0.09732286163198224,0.0035797103252884804,0.3190331650013693
97,0.20986157170261022,0.2471791100714537,0.5795811838130702,0.8130951378629843,0.8130951378629843,1.0,1.0,1.832749923837978,3.289101277329206,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.007849315119616902,0.012225263768697696,0.000317363192858246,0.0010603119971836791,0.00671467425351387,0.001964800913163473,0.00027596877976929744,0.030407698024803163
98,0.0,0.0,0.338656212217276,0.45117575102333285,0.45117575102333285,0.7112535103996311,0.949080211606203,2.390248197440051,5.309443205564338,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.1279829337573888,0.06694621267242007,0.10847600350473048,0.1970139213930865,0.05974133913816414,0.001177003205431043,0.5760426650839611
99,0.22953967036725786,0.25839382688749685,0.383177074846532,0.383177074846532,0.39534389561414396,0.7764387277265473,0.9741536892289282,1.538462876441472,5.212540685965165,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.011723358538891867,0.009871057936589945,0.045889693987736326,0.1578914972633924,0.24969445162745144,0.032125255989133614,8.526680568512278e-05,0.5072805821488807
