Claim  Number,0,1,2,3,4,5,6,k,lambda,1.1,2.1,3.1,4.1,5.1,6.1,7,Unnamed: 17,MSE0,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,R2
36,0.19820717444015942,0.529221811647233,0.6540421795928124,0.8833773204122147,0.9578345517886023,0.9578345517886023,1.0,1.5314405822153216,2.5878546108290705,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.005920065729229281,0.02940360252232106,0.0032088039169576622,0.010577014803144174,0.003943375037972217,4.6683075472674644e-06,0.00027596877976929744,0.05333349909694095
37,0.0,0.11961772585997453,0.5125708946281552,0.6785464740213341,0.8341621116317635,1.0,1.0,2.5843802082910874,3.734487353644092,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.056705563016421746,0.007195277155916919,0.010401191424406611,0.0037059046882936464,0.001964800913163473,0.00027596877976929744,0.09495395739071168
38,0.09270724841126297,0.4901379444824906,0.8120060364944867,0.8120060364944867,1.0,1.0,1.0,1.9747114626114952,2.526227680281117,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0008155572304850227,0.0175273556128447,0.04605752176878686,0.0009905705598190872,0.011016968160169798,0.001964800913163473,0.00027596877976929744,0.07864874302503824
39,0.0,0.20455204811354205,0.20455204811354205,0.5126086199644083,0.7235588500337925,0.921392578698209,1.0,2.880584455400127,4.507610406471232,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.023468700883735948,0.15432627167828353,0.071783315644725,0.029405185924482335,0.001175210713344583,0.00027596877976929744,0.2951399050370807
40,0.10430639154605274,0.35574682970458243,0.822843403311772,1.0,1.0,1.0,1.0,3.1248822996655665,2.5396848580468356,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0002876015592106524,4.000780442862825e-06,0.05082658839176461,0.048165893326773124,0.011016968160169798,0.001964800913163473,0.00027596877976929744,0.11254182191129382
41,0.26966304181851036,0.26966304181851036,0.6374908146355027,0.6924190213168981,0.6924190213168981,0.6924190213168981,0.9216455755488723,1.033032489781631,3.8570595213835372,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.02202191617467141,0.007758788058901963,0.0016076042501558193,0.007764021351712306,0.0410545533820474,0.0693031443829365,0.0038120889338949535,0.15332211653432035
42,0.0,0.48241137671919865,0.6369144939275887,0.6420779921688667,0.7026842788673279,0.912643895598342,1.0,1.4308844216996996,3.4684382975974066,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.015541200637992183,0.0015617213067796512,0.01916970766150816,0.03700005168189824,0.0018515834417063743,0.00027596877976929744,0.09010548492239388
43,0.4215334153954384,0.4215334153954384,0.4215334153954384,0.4215334153954384,0.4215334153954384,0.81510527723462,1.0,0.7905071472137227,4.700073876440807,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.09016099453652811,0.004068703624456207,0.030927604409639726,0.12888049034199692,0.22420683201591346,0.01975954477182466,0.00027596877976929744,0.4982801384801284
44,0.0,0.10621390669194468,0.2157265033111524,0.41861846265232566,0.7389982871388151,0.8749306323986981,0.9685824633461767,3.1431098291054003,4.692796331106524,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.06326890950806964,0.1456715086591791,0.13098191922280006,0.02434847120332955,0.006519479321488678,0.00021919479310135084,0.38571473412070834
45,0.16937191459948694,0.16937191459948694,0.647372717027875,0.7543664519884021,0.7543664519884021,1.0,1.0,1.8961611086828063,3.4397363701891193,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0023142549257083667,0.035485182145233815,0.0024976848210729948,0.0006846728262164427,0.019788555831868386,0.001964800913163473,0.00027596877976929744,0.06301112024303276
46,0.15743643637675964,0.18014095257811336,0.34583878868951307,0.5410839804075509,0.678250531914108,0.7327021010120106,0.9032406368933036,1.688113747465511,4.7271476803151415,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0013083575411205201,0.03154391689213986,0.0632809672603081,0.05733569197935942,0.04699691637118067,0.04971643435159704,0.006423550429334275,0.2566058348250399
47,0.19795763029881772,0.2931757290854824,0.4761795029038279,0.6366784909011373,0.6915494915205647,0.7679222872452081,1.0,1.3822105043006114,4.043025573282571,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.005881727169136652,0.004169452230998385,0.014693408665285682,0.020694035076455664,0.04140767638406561,0.035250677529342765,0.00027596877976929744,0.12237294583505406
48,0.02026342916450908,0.02026342916450908,0.20858293896553232,0.2477430513962904,0.3983201675815751,0.5348728606269681,0.8252156307275396,2.782970023185952,6.196028816522962,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.010201359945492655,0.11389517732696222,0.15117549858984247,0.28386481558883897,0.24672885720102442,0.17707353588894836,0.025018400941638517,1.0079576454827477
49,0.4001936812963119,0.747314345697315,0.8654584736910754,0.8654584736910754,0.8654584736910754,0.9824427171384578,1.0,0.9968361121922323,1.7091536470783864,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.07780109150994785,0.15176269750660665,0.07185755725680577,0.007212386091863577,0.0008749633927530938,0.0007165682254607997,0.00027596877976929744,0.31050123276320707
50,0.0,0.03677721600459718,0.09441767928686201,0.16842547590145732,0.3782087827488958,0.5636028578854608,0.9351766014689968,4.377476453517088,5.982085040102916,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.10302161816186917,0.2529870645376394,0.3746752606059471,0.26711270217248717,0.15371972177219465,0.0023243092424038102,1.1685459279052814
51,0.0,0.5350995769992531,0.8494924475280251,1.0,1.0,1.0,1.0,3.0002248324052374,2.2898442204642047,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.0314539277695379,0.0635526822939766,0.048165893326773124,0.011016968160169798,0.001964800913163473,0.00027596877976929744,0.1711354926561302
52,0.21641860241730657,0.5604352279623627,0.6262184505579432,0.7841114597996585,0.7858779601000764,0.8906428001551205,0.9707065963419055,1.115702885238505,2.87021197468469,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.009054167887335306,0.04108250769884331,0.0008307409090807094,1.2807481874599435e-05,0.011915969726044341,0.0042290472158173,0.00016081018504209352,0.06728605110403764
53,0.0,0.1670931985767095,0.467485263076826,0.7276133613943491,0.7566882176011431,0.8872132084668292,1.0,2.178823883663892,3.87673736861475,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.036348881455785374,0.016876766877117467,0.0028004569874146385,0.019140732523057265,0.004686869726370685,0.00027596877976929744,0.0948349277622547
54,0.16666319622153739,0.2179095232950076,0.46399555503699635,0.7622387407637036,1.0,1.0,1.0,2.6297324001993108,3.432379908944128,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0020609770569841182,0.01955452682877584,0.017795645147370347,0.0003346691481382238,0.011016968160169798,0.001964800913163473,0.00027596877976929744,0.053003556034371097
55,0.23452839342131881,0.5241225444851,0.7054296467722048,0.7054296467722048,0.7054296467722048,0.8027068469488028,1.0,0.979159650887164,3.044061715656259,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.012828548479254425,0.027680813548563117,0.01167129602057295,0.005640469439981309,0.035951423868384486,0.023398927008042643,0.00027596877976929744,0.11744744714456823
56,0.20186265571475068,0.481675621812627,0.6723331616174693,0.6826922919904015,0.947444880005755,1.0,1.0,1.4273489310669152,2.846569009870779,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.006495948085331775,0.01535829715608499,0.005615597048533566,0.009572746528379762,0.0027464544676816848,0.001964800913163473,0.00027596877976929744,0.04202981297894455
57,0.0,0.04979660414451827,0.09351736701943295,0.2404448778788434,0.46951188354169443,0.7826985012134885,0.9778327247138706,4.339879489905064,5.451738403351547,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.09483346158544931,0.25389354997804103,0.29169486161437225,0.1810726918062227,0.029920497279945123,3.0857660652992354e-05,0.8661511713374234
58,0.25394203943077076,0.25394203943077076,0.25394203943077076,0.4891144630236031,0.4891144630236031,0.7460255212149438,0.9463426597084372,1.6073705142434265,5.117190188899735,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.017603140787277902,0.010775474988706301,0.11796053660373235,0.08492459208571174,0.1647741239383261,0.043952453265158654,0.0013723344115011689,0.44136265608041425
59,0.4071280089499186,0.5161897761506756,0.5161897761506756,0.7138003923410629,0.7138003923410629,0.7138003923410629,0.9626123980367831,0.705525034026347,3.2311033394685422,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0817175392190704,0.025104105453739783,0.006594430357096572,0.004453201628170787,0.03284716243515912,0.05850280586498719,0.0004316128359034342,0.2096508577941273
60,0.0,0.0,0.34670964444499375,0.9590161060251138,1.0,1.0,1.0,7.221915658681486,3.383697961710921,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.1279829337573888,0.06284358577859284,0.031856324239930706,0.011016968160169798,0.001964800913163473,0.00027596877976929744,0.2506458330417549
61,0.14364672714477633,0.28941371904441804,0.49278201174084685,0.5665597571722782,0.7703526591410612,0.9792400224076836,1.0,1.7794293410912243,3.8288789092192457,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0005009322623797796,0.00466944067627606,0.010944060214371498,0.04578442264372408,0.015546497521610641,0.0005553609407856794,0.00027596877976929744,0.07827668303891702
62,0.20952975352061726,0.29092299657152143,0.37580369306053496,0.5563204423483509,0.6505293578714862,0.697208325489115,0.9516864584883109,1.3383034623694978,4.59828950933769,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.0077906294562816785,0.0044654507494532565,0.04910309473314081,0.050271138976574474,0.05978460020025556,0.06680446619898973,0.0010049682010437576,0.2392243485157393
63,0.16919871308005094,0.3100009885998523,0.43011532360669696,0.43011532360669696,0.7352111384991987,0.8297413932086989,0.9634407173991318,1.5547523556506937,4.349840508255705,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.002297620616177528,0.0022796839733779505,0.027982782600000963,0.12279234157826513,0.025544706793268507,0.015859002596727092,0.00039788179250678854,0.19715401995032397
64,0.0,0.0,0.2793422517574483,0.3832264988630018,0.5277486387221825,0.7376108888169504,1.0,2.865229732216682,5.205465643414747,0.12126521105717003,0.357747024805782,0.5973958741796819,0.7805327055646488,0.8950382538246919,0.955673925132452,0.9833876919192637,,0.014705251412739992,0.1279829337573888,0.10115810673590471,0.15785222188365186,0.13490166136214954,0.04755148780713578,0.00027596877976929744,0.58442763173874
